Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.743891083E0,3.241653088E0,-5.001086125E0,-1.367154156E0,6.114596280E0
2.753843083E0,3.406927562E0,-5.216496965E0,-5.155226916E-2,6.230702500E0
2.763794083E0,3.409293346E0,-4.729690534E0,1.065532261E-1,5.831346951E0
2.773745083E0,2.930109930E0,-5.305676360E0,4.356175661E-1,6.076636282E0
2.783696083E0,2.012856918E0,-6.423981496E0,1.582109206E0,6.915359772E0
2.793647083E0,1.682603839E0,-5.713440714E0,1.476204436E0,6.136264337E0
2.803598083E0,1.874999454E0,-4.565855060E0,1.322067738E0,5.109845251E0
2.813549083E0,2.249941486E0,-2.920093065E0,1.416806665E0,3.949243133E0
2.823501083E0,2.659349931E0,7.976011455E-1,2.151246187E0,3.512288400E0
2.833452083E0,2.177966062E0,1.420145776E1,4.840879433E0,1.516110327E1
2.843403083E0,1.316291712E0,1.522162031E1,3.669058825E0,1.571280819E1
2.853354083E0,2.517785917E0,1.524042846E1,4.789999301E0,1.617263117E1
2.863305083E0,4.276077870E0,1.681381947E1,4.489609122E0,1.792054567E1
2.873256083E0,3.589522074E0,1.406950248E1,3.542014031E0,1.494595036E1
2.883208083E0,3.329983467E0,1.206534592E1,3.099762507E0,1.289456822E1
2.893159083E0,3.820293842E0,8.803856154E0,2.208645087E0,9.847874966E0
2.903110083E0,3.348063642E0,4.825686028E0,6.750163159E-1,5.912057410E0
2.913061083E0,2.343053864E0,1.599456140E0,-1.108249095E0,3.045714598E0
2.923012083E0,1.576253219E0,-6.458191216E-2,-2.299578646E0,2.788692702E0
2.932963083E0,1.089570749E0,-7.289565879E-1,-2.763542929E0,3.058710782E0
2.942915083E0,5.323501012E-1,-8.222734720E-1,-2.919976413E0,3.079901386E0
2.952866083E0,1.765749492E-1,-3.562650025E-1,-3.021851574E0,3.047899342E0
2.962817083E0,-3.413724366E-1,1.686518258E-1,-2.831555110E0,2.857040938E0
2.972768083E0,-1.049474784E0,6.209514982E-1,-2.408820130E0,2.699887498E0
2.982719083E0,-1.607482613E0,1.002786959E0,-1.742406530E0,2.574016813E0
2.992670083E0,-1.892171118E0,1.147310835E0,-8.753986421E-1,2.379696719E0
3.002622083E0,-2.048981455E0,1.021956471E0,-1.850132123E-1,2.297161275E0
